birdnet_id,scientific_name,common_name,common_name_alt,taxon_group,record_type,scientific_name_aliases,common_name_aliases,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,wikidata_qid,observations_count,description_source,metadata_quality_score,metadata_quality_flags,image_url,image_author,image_license,image_source,common_name_en,common_name_ru,common_name_es,common_name_de,common_name_cs,common_name_fr,common_name_nl,common_name_pl,common_name_ja,common_name_pt,common_name_ca,common_name_bg,common_name_zh-CN,common_name_no,common_name_sv,common_name_da,common_name_sk,common_name_uk,common_name_tr,common_name_fi,common_name_sr,common_name_es_ES,common_name_es_MX,common_name_pt_PT,common_name_es_EC,common_name_hr,common_name_lt,common_name_fa,common_name_zh,common_name_cy
BN02019,Buteo oreophilus,Mountain Buzzard,,Aves,species,,,5221,moubuz2,2480536,115230,5BFEFD9AB8F3FD64,22728020,moubuz2,Buteo oreophilus,73288,,101,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20oreophilus?size=medium,Gregg Darling,cc-by-nc,iNaturalist,Mountain Buzzard,Горный канюк,Busardo Montañés,Bergbussard,káně horská,Buse montagnarde,Bergbuizerd,myszołów górski,マダラノスリ,mountain buzzard,aligot muntanyenc,Африкански планински мишелов,山鵟,flekkvåk,bergvråk,Bjergvåge,myšiak vrchovský,Канюк плямистогрудий,Dağlık Şahin,vuorihiirihaukka,Planinski mišar,Busardo montañés,Busardo Montañés,Mountain buzzard,Busardo Montañés,pjegavi škanjac,Kalninis suopis,سارگپه کوهی,,Bwncath gelltydd
BN02020,Buteo plagiatus,Grey Hawk,Gray Hawk,Aves,species,,,199913,gryhaw2,7853540,2868388,943AA4FB1C994B08,22727773,gryhaw2,Buteo plagiatus,73271,,13465,wikipedia,96,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20plagiatus?size=medium,BJ Stacey,cc-by-nc,iNaturalist,Grey Hawk,Серый канюк,Busardo Gris Norteño,Graubussard,káně popelavá,Buse grise,Grijze buizerd,myszołowik popielaty,ミナミハイイロノスリ,gray hawk,aligot gris septentrional,Мексикански мишелов,灰鵟,nordgråvåk,gråvråk,Høgevåge,myšiak popolavý,Канюк мексиканський,Gri Şahin,tummaraitahaukka,Severni sivi mišar,Busardo gris norteño,Aguililla Gris,Gray hawk,Busardo Gris Norteño,meksički škanjac,Meksikinis pilkasis suopis,قوش خاکستری,Grey Hawk,
BN02021,Buteo platypterus,Broad-winged Hawk,,Aves,species,,,5227,brwhaw,2480538,218281,79F3C681417F2056,22695891,brwhaw,Buteo platypterus,73276,,28966,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20platypterus?size=medium,Andy Pearce,cc-by-nc,iNaturalist,Broad-winged Hawk,Ширококрылый канюк,Busardo Aliancho,Breitflügelbussard,káně širokokřídlá,Petite Buse,Breedvleugelbuizerd,myszołów szerokoskrzydły,ハネビロノスリ,gavião-de-asa-larga,aligot alaample,Ширококрил мишелов,巨翅鵟,bredvingevåk,bredvingad vråk,Bredvinget Våge,myšiak širokokrídly,Канюк ширококрилий,Geniş Kanatlı Şahin,viheltäjähiirihaukka,Širokokrili mišar,Busardo aliancho,Aguililla Alas Anchas,Bútio-d'asa-larga,Gavilán Aludo,širokokrili škanjac,Plačiasparnis suopis,قوش بالپهن,巨翅鵟,Bwncath adeinllydan
BN02022,Buteo refectus,Himalayan Buzzard,,Aves,species,,,512768,combuz9,7606380,223771,1029A4CAC283D778,22734099,combuz9,Buteo refectus,,,342,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20refectus?size=medium,Parmil Kumar,© Macaulay Library,Macaulay Library ML160381701,Himalayan Buzzard,Гималайский канюк,Busardo del Himalaya,Tibetbussard,káně himálajská,Buse de l'Himalaya,Himalayabuizerd,myszołów himalajski,ヒマラヤノスリ,himalayan buzzard,aligot de l'Himàlaia,Хималайски мишелов,喜山鵟,himalayavåk,himalayavråk,Himalaya Musvåge,myšiak himalájsky,Канюк гімалайський,Himalaya Şahini,himalajanhiirihaukka,Himalajski mišar,Busardo del Himalaya,Busardo del Himalaya,Himalayan buzzard,Busardo del Himalaya,himalajski škanjac,Himalajinis suopis,,喜山鵟,
BN02023,Buteo regalis,Ferruginous Hawk,,Aves,species,,,5181,ferhaw,2480566,223441,BA9191BCB7CA7ACD,22695970,ferhaw,Buteo regalis,73291,,8034,wikipedia,98,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20regalis?size=medium,Jamie Chavez,cc-by-nc,iNaturalist,Ferruginous Hawk,Королевский канюк,Busardo Herrumbroso,Königsbussard,káně královská,Buse rouilleuse,Rosse ruigpootbuizerd,myszołów królewski,アカケアシノスリ,ferruginous hawk,aligot rovellat,Ръждив мишелов,王鵟,kongevåk,kungsvråk,Kongevåge,myšiak bielochvostý,Канюк королівський,Kızılca Paçalı Şahin,kuningashiirihaukka,Kraljevski mišar,Busardo herrumbroso,Aguililla Real,Ferruginous hawk,Busardo Herrumbroso,sivorepi škanjac,Karališkasis suopis,قوش آهنیرنگ,王鵟,Bwncath cefnwinau
BN02024,Buteo ridgwayi,Ridgway's Hawk,,Aves,species,,,5197,ridhaw1,2480523,223850,AE294FD9CE08E77F,22695886,ridhaw1,Buteo ridgwayi,73275,,121,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20ridgwayi?size=medium,Pedro Genaro Rodriguez,cc-by-nc,iNaturalist,Ridgway's Hawk,Гаитянский канюк,Busardo de la Española,Haitibussard,káně dominikánská,Buse de Ridgway,Ridgwaybuizerd,myszołów siwogłowy,ヒスパニオラノスリ,ridgway's hawk,aligot de Ridgway,Еспаньолски мишелов,里氏鵟,hispaniolavåk,hispaniolavråk,Hispañiolavåge,myšiak pestrý,Канюк гаїтійський,Hispanyola Şahini,hispaniolanhiirihaukka,Ridžvejev mišar,Busardo de La Española,Busardo de la Española,Ridgway's hawk,Busardo de la Española,hispaniolski škanjac,Haitinis suopis,باز ریجوی,島鵟,Bwncath Ridgway
BN02025,Buteo rufinus,Long-legged Buzzard,,Aves,species,,,5192,lolbuz1,2480564,115134,CC65921FEBE1BB96,22736562,lolbuz1,Buteo rufinus,220,,7167,wikipedia,96,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20rufinus?size=medium,Геннадий,cc-by-nc,iNaturalist,Long-legged Buzzard,Курганник,Busardo Moro,Adlerbussard,káně bělochvostá,Buse féroce,Arendbuizerd,kurhannik,ニシオオノスリ,bútio-mourisco,aligot rogenc,Белоопашат мишелов,棕尾鵟,ørnvåk,örnvråk,Ørnevåge,myšiak hrdzavý,Канюк степовий,Kızıl Şahin,arohiirihaukka,Riđi mišar,Busardo moro,Busardo Moro,Bútio-mourisco,Busardo Moro,riđi škanjac,Stepinis suopis,سارگپه پابلند,棕尾鵟,Bwncath hirgoes
BN02026,Buteo rufofuscus,Jackal Buzzard,,Aves,species,,,5198,jacbuz1,2480554,223437,220318453A72CAD8,22695987,jacbuz1,Buteo rufofuscus,73295,,4934,wikipedia,94,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20rufofuscus?size=medium,Gawie Malan,cc-by-nc,iNaturalist,Jackal Buzzard,Скальный канюк,Busardo Augur Meridional,Felsenbussard,káně šakalí,Buse rounoir,Jakhalsbuizerd,myszołów przylądkowy,アカクロノスリ,jackal buzzard,aligot pit-roig,Чакалов мишелов,暗棕鵟,sjakalvåk,schakalvråk,Sjakalvåge,myšiak šakalohlasý,Канюк скельний,Çakal Şahini,kapinhiirihaukka,Šakalski mišar,Busardo augur meridional,Busardo Augur Meridional,Jackal buzzard,Busardo Augur Meridional,kapski škanjac,Uolinis suopis,سارگپه شغالی,暗棕鵟,Bwncath udol
BN02027,Buteo socotraensis,Socotra Buzzard,,Aves,species,,,96262,socbuz1,6066254,225977,9081D32C45CF4E0A,22732235,socbuz1,Buteo socotraensis,244565,,25,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20socotraensis?size=medium,James Bailey,cc-by-nc,iNaturalist,Socotra Buzzard,Сокотранский канюк,Busardo de Socotra,Sokotrabussard,káně sokotranská,Buse de Socotra,Socotrabuizerd,kurhannik sokotrzański,ソコトラノスリ,socotra buzzard,aligot de Socotra,Сокотренски мишелов,索岛鵟,sokotravåk,sokotravråk,Socotra Ørnevåge,myšiak sokotranský,Канюк сокотрійський,Sukutra Şahini,,Sokotranski mišar,Busardo de Socotra,Busardo de Socotra,Socotra buzzard,Busardo de Socotra,sokotranski škanjac,Sokotrinis suopis,سارگپه سقطرا,,
BN02028,Buteo solitarius,Hawaiian Hawk,,Aves,species,,,5185,hawhaw,2480528,223855,7B3AB998C7653480,22695929,hawhaw,Buteo solitarius,73285,,602,wikipedia,98,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20solitarius?size=medium,Christian Reynolds,cc-by-nc,iNaturalist,Hawaiian Hawk,Канюк-отшельник,Busardo Hawaiano,Hawaiibussard,káně havajská,Buse d'Hawaï,Hawaïbuizerd,myszołów hawajski,ハワイノスリ,hawaiian hawk,aligot de Hawaii,Хавайски мишелов,孤鵟,hawaiivåk,hawaiivråk,Hawaiivåge,myšiak samotársky,Канюк гавайський,Hawaii Şahini,havaijinhiirihaukka,Havajski mišar,Busardo hawaiano,Busardo Hawaiano,Hawaiian hawk,Busardo Hawaiano,havajski škanjac,Havajinis suopis,سارگپه منزوی,,Bwncath Hawaii
BN02029,Buteo swainsoni,Swainson's Hawk,,Aves,species,,,5196,swahaw,2480562,156757,DE473F42C06227F0,22695903,swahaw,Buteo swainsoni,19365,,28754,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20swainsoni?size=medium,Steven Mlodinow,© Macaulay Library,Macaulay Library ML71545031,Swainson's Hawk,Свенсонов канюк,Busardo Chapulinero,Präriebussard,káně bělohrdlá,Buse de Swainson,Prairiebuizerd,myszołów preriowy,アレチノスリ,gavião-papa-gafanhoto,aligot de Swainson,Прериен мишелов,斯氏鵟,prærievåk,prärievråk,Prærievåge,myšiak prériový,Канюк прерієвий,Sivri Kanatlı Şahin,preeriahiirihaukka,Svensonov mišar,Busardo chapulinero,Aguililla de Swainson,Bútio-das-pradarias,Gavilán de Swainson,prerijski škanjac,Sveinsono suopis,قوش سوینسون,斯温氏鵟,Bwncath Swainson
BN02030,Buteo trizonatus,Forest Buzzard,,Aves,species,,,512762,moubuz3,5844407,,C2AD2E831AC79075,22735392,moubuz3,Buteo trizonatus,156900,,682,wikipedia,80,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20trizonatus?size=medium,Colin Ralston,cc-by-nc,iNaturalist,Forest Buzzard,Лесной канюк,Busardo de El Cabo,Kapbussard,káně kapská,Buse forestière,Kaapse buizerd,myszołów leśny,モリノスリ,forest buzzard,aligot del Cap,Капски мишелов,森林鵟,skogvåk,skogsvråk,Kapvåge,myšiak kapský,Канюк південний,Orman Şahini,eteläafrikanhiirihaukka,Šumski mišar,Busardo de El Cabo,Busardo de El Cabo,Forest buzzard,Busardo de El Cabo,pjegavoprsi škanjac,,سارگپه جنگلی,,
BN02031,Buteo ventralis,Rufous-tailed Hawk,,Aves,species,,,5193,ruthaw1,2480565,223443,40692C15D9E25632,22695936,ruthaw1,Buteo ventralis,,,86,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Buteo%20ventralis?size=medium,Luciano Massa,cc-by,iNaturalist,Rufous-tailed Hawk,Магелланов канюк,Busardo Patagón,Magellanbussard,káně patagonská,Buse de Patagonie,Patagonische buizerd,myszołów patagoński,ナンベイアカオノスリ,rufous-tailed hawk,aligot de la Patagònia,Чилийски мишелов,美洲棕尾鵟,patagoniavåk,magellanvråk,Patagonsk Våge,myšiak červenkavý,Канюк патагонський,Patagonya Şahini,patagonianhiirihaukka,Riđorepi mišar,Busardo patagón,Busardo Patagón,Rufous-tailed hawk,Aguilucho de cola rojiza,patagonski škanjac,Patagoninis suopis,قوش دمحنایی,,Bwncath cynffongoch y De
BN02032,Buteogallus aequinoctialis,Rufous Crab Hawk,,Aves,species,,,5237,ruchaw1,2480654,224668,478C48D0570AB242,22695808,ruchaw1,Buteogallus aequinoctialis,73262,,315,wikipedia,80,,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20aequinoctialis?size=medium,Gerry van Tonder,cc-by,iNaturalist,Rufous Crab Hawk,Бурый крабоед,Busardo Cangrejero,Rotbauchbussard,káně krabí,Buse buson,Krabbenbuizerd,czarnostrząb rdzawoskrzydły,カニクイノスリ,gavião-caranguejeiro,aligot menjacrancs,Крабов мишелов,棕鸡鵟,krabbevåk,krabbvråk,Krabbevåge,myšiak krabiar,Канюк-крабоїд рудочеревий,Kızıl Yengeç Şahini,rapuhaukka,Mišar krabolovac,Busardo cangrejero,Busardo Cangrejero,Bútio-caranguejeiro,Gavilán de Manglares,obalni škanjac,Rusvapilvis krabinis suopis,قوش خرچنگخوار حنایی,,Gwalch crancod
BN02033,Buteogallus anthracinus,Common Black Hawk,,Aves,species,,,5233,comblh1,2480651,321091,97FDBB06AE09EA7F,22735514,comblh1,Buteogallus anthracinus,73263,,11559,wikipedia,70,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20anthracinus?size=medium,world_lineage,cc-by-nc,iNaturalist,Common Black Hawk,Чёрный крабоед,Busardo Negro,Krabbenbussard,káně tmavá,Buse noire,Zwarte buizerd,czarnostrząb leśny,クロノスリ,gavião-caranguejeiro-negro,aligot negre comú,Обикновен черен мишелов,黑鸡鵟,kullvåk,mindre svartvråk,Sortvåge,myšiak antracitový,Канюк-крабоїд чорний,Kara Yengeç Şahini,mustahaukka,Mali crni mišar,Busardo negro,Aguililla Negra Menor,Bútio-caranguejeiro-preto,Gavilán Negro Cangrejero,mrki škanjac,Juodasis krabinis suopis,قوش سیاه معمولی,,Gwalch du
BN02034,Buteogallus coronatus,Chaco Eagle,,Aves,species,,,201039,croeag1,7661920,2868389,ABDAC20ADB4AD0B5,22695855,croeag1,Buteogallus coronatus,73270,,495,wikipedia,88,,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20coronatus?size=medium,Ronald Péret,cc-by,iNaturalist,Chaco Eagle,Хохлатая агуйя-отшельник,Águila de Azara,Kronenbussard,káně korunkatá,Buse couronnée,Kransarend,urubitinga czubata,カンムリノスリ,águia-cinzenta,àguila solitària coronada,Качулат мишелов,冠鸡鵟,toppvåk,chacoörn,Toppet Eremitørn,myšiak chochlatý,Орел-самітник чубатий,Tepeli Kartal Şahini,kruunuerakkohaukka,Pampaski orlovski mišar,Águila de Azara,Águila de Azara,Bútio-cinzento,Aguila Coronada,veliki škanjac,Vainikuotasis erelis atsiskyrėlis,عقاب منزوی تاجدار,王冠独鹰,Eryr coronog
BN02035,Buteogallus gundlachii,Cuban Black Hawk,,Aves,species,,,72578,cubblh1,5788521,2868390,048545EA3EFECC38,22735287,cubblh1,Buteogallus gundlachii,156897,,271,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20gundlachii?size=medium,ColinDJones,cc-by-nc,iNaturalist,Cuban Black Hawk,Кубинский крабоед,Busardo Cubano,Kubabussard,káně kubánská,Buse de Gundlach,Cubaanse zwarte buizerd,czarnostrząb brunatny,キューバノスリ,cuban black hawk,aligot negre de Cuba,Кубински черен мишелов,古巴鸡鵟,koksvåk,kubasvartvråk,Cubasortvåge,myšiak kubánsky,Канюк-крабоїд кубинський,Küba Şahini,kuubanmustahaukka,Kubanski crni mišar,Busardo cubano,Busardo Cubano,Cuban black hawk,Busardo Cubano,kubanski škanjac,Kubinis krabinis suopis,قوش سیاه کوبایی,,
BN02036,Buteogallus lacernulatus,White-necked Hawk,,Aves,species,Amadonastur lacernulatus,,201038,whnhaw2,7537530,2869445,2EA48BBF8BD4B894,22695763,whnhaw2,Buteogallus lacernulatus,,,293,wikipedia,68,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20lacernulatus?size=medium,Fabio Barata,cc-by-nc,iNaturalist,White-necked Hawk,Белоголовый крабоед,Busardo Cuelliblanco,Weißhalsbussard,káně brazilská,Buse lacernulée,Braziliaanse bonte buizerd,białogłowiec,シロエリノスリ,gavião-pombo-pequeno,aligot collblanc,Белоглав мишелов,白颈鸡鵟,hvithodevåk,vithuvad vråk,Brasiliansk Våge,myšiak bielohlavý,Канюк білоголовий,Ak Boyunlu Şahin,brasilianviidakkohaukka,Mali beli mišar,Busardo cuelliblanco,Busardo Cuelliblanco,Bútio-pombo-pequeno,Busardo Cuelliblanco,bjeloglavi škanjac,Baltakaklis keršasis suopis,قوش گردنسفید,,Gwalch gyddfwyn
BN02037,Buteogallus meridionalis,Savanna Hawk,,Aves,species,Heterospizias meridionalis,,5235,savhaw1,2480655,223496,BAA762A5F95219C3,22695832,savhaw1,Buteogallus meridionalis,,,5821,wikipedia,84,,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20meridionalis?size=medium,Francesco Veronesi,cc-by-sa,iNaturalist,Savanna Hawk,Саванный крабоед,Busardo Sabanero,Savannenbussard,káně savanová,Buse roussâtre,Savannebuizerd,czarnostrząb rdzawy,サバンナノスリ,gavião-caboclo,aligot de sabana,Саванен мишелов,草原鸡鵟,kanelvåk,savannvråk,Savannevåge,myšiak savanový,Канюк-крабоїд рудий,Otlak Şahini,ruskoluhtahaukka,Savanski mišar,Busardo sabanero,Busardo Sabanero,Bútio-caboclo,Gavilán Sabanero,cimetasti škanjac,Savaninis krabinis suopis,قوش گرمدشت,,Gwalch safana
BN02038,Buteogallus schistaceus,Slate-colored Hawk,,Aves,species,,,201037,slchaw2,7951098,345745,B2A7EC844831A577,22695745,slchaw2,Buteogallus schistaceus,73253,,406,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20schistaceus?size=medium,Christoph Moning,cc-by,iNaturalist,Slate-colored Hawk,Шиферный крабоед,Busardo Pizarroso,Schieferbussard,káně břidlicová,Buse ardoisée,Leigrijze buizerd,czarnostrząb śniady,アオノスリ,gavião-azul,aligot amazònic,Тъмен мишелов,青灰鸡鵟,skifervåk,skiffervråk,Skifergrå Våge,myšiak bridlicový,Канюк сивий,Barut Rengi Şahin,siniviidakkohaukka,Škriljasti mišar,Busardo pizarroso,Busardo Pizarroso,Bútio-azul,Gavilán Pizarroso,sivi škanjac,Pietų Amerikos keršasis suopis,قوش سنگیرنگ,,Gwalch tywyll
BN02039,Buteogallus solitarius,Solitary Eagle,,Aves,species,,,199912,soleag1,7836955,321136,5C9AF2BEB3ADDAC6,22695849,soleag1,Buteogallus solitarius,73269,,96,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20solitarius?size=medium,SpyingNaturalist,cc-by-nc,iNaturalist,Solitary Eagle,Горная агуйя-отшельник,Águila Solitaria,Einsiedlerbussard,káně samotářská,Buse solitaire,Amerikaanse zwarte arend,urubitinga górska,オグロカンムリノスリ,águia-solitária,àguila solitària negra,Мишелов отшелник,黑孤鸡鵟,tåkevåk,eremitörn,Eremitørn,myšiak harpyovec,Орел-самітник чорний,Dağlı Kartal Şahini,erakkohaukka,Planinski orlovski mišar,Águila solitaria,Águila Solitaria,Águia-solitária,Águila Solitaria,škanjac zmijar,Juodasis erelis atsiskyrėlis,عقاب منزوی,,
BN02040,Buteogallus urubitinga,Great Black Hawk,,Aves,species,Urubitinga urubitinga,,5238,grbhaw1,2480657,223497,EE908632CACAB29E,22695827,grbhaw1,Buteogallus urubitinga,73265,,4107,wikipedia,70,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Buteogallus%20urubitinga?size=medium,Allan Hopkins,cc-by-nc-nd,iNaturalist,Great Black Hawk,Большой крабоед,Busardo Urubitinga,Schwarzbussard,káně velká,Buse urubu,Zwarte arendbuizerd,urubitinga czarna,オオクロノスリ,gavião-preto,aligot negre gros,Голям черен мишелов,大黑鸡鵟,svartvåk,större svartvråk,Stor Sortvåge,myšiak vodný,Канюк-крабоїд великий,Büyük Kara Şahin,isomustahaukka,Veliki crni mišar,Busardo urubitinga,Aguililla Negra Mayor,Bútio-preto,Gavilán Negro Grande,crni škanjac,Meksikinis krabinis suopis,قوش سیاه بزرگ,大黑鸡鵟,Gwalch du mawr
BN02041,Buthraupis montana,Hooded Mountain Tanager,,Aves,species,,,10381,homtan1,2488303,62159,B2725161D647D655,22722601,homtan1,Buthraupis montana,78759,,824,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Buthraupis%20montana?size=medium,Andres Vasquez Noboa,© Macaulay Library,Macaulay Library ML608150991,Hooded Mountain Tanager,Горная танагра,Tangara Montana,Blaurücken-Bergtangare,tangara modrohřbetá,Tangara montagnard,Blauwrugbergtangare,andotanager kapturowy,ズキンキバラフウキンチョウ,hooded mountain tanager,tàngara muntanyenca,Черноглава планинска танагра,黑头山裸鼻雀,blåryggfjelltanagar,svarthuvad bergtangara,Bjergtangar,tangara horská,Танагра-короткодзьоб гірська,Kara Başlı Dağ Tangarası,huppuvuoritangara,Kapuljačasta planinska tangara,Tangara montana,Tangara Montana,Hooded mountain tanager,Tangara Montana Encapuchada,crvenooka tangara,,فرخنده کوهی کلاهبهسر,,Tanagr mynydd cycyllog
BN02042,Butorides atricapilla,Little Heron,,Aves,species,,,1636180,strher1,,,,,strher1,,1202910,,17124,wikipedia,68,,https://birdnet.cornell.edu/taxonomy/api/image/Butorides%20atricapilla?size=medium,Ad Konings,cc-by-nc,iNaturalist,Little Heron,,Garcilla Menor,,volavka malá,Héron des mangroves,Mangrovereiger,czapla czarnoczuba,ササゴイ,little heron,martinet estriat menut,Черноглава ивичеста чапла,绿鹭,småhegre,mangrovehäger,Mangrovehejre,čaplička čiernohlavá,Чапля мангрова мала,Yeşil Sırtlı Balıkçıl,kyyryhaikara,Zelena čaplja,Garcilla menor,Garcilla Menor,Little heron,Garcilla Chica,,,حواصیل راه‌راه,绿鹭,
BN02043,Butorides striata,Striated Heron,,Aves,species,,,62528,strher2,2480824,433628,67ADD2E32D0F64B7,22728182,strher2,Butorides striata,73474,,11050,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Butorides%20striata?size=medium,Bill Levine,cc-by,iNaturalist,Striated Heron,Зелёная цапля,Garcilla Azulada,Mangrovenreiher,volavka proměnlivá,Héron strié,Gestreepte reiger,czapla zielonawa,ササゴイ,socozinho,martinet estriat gros,Обикновена ивичеста чапла,南美绿鹭,krabbehegre,strimhäger,Sydamerikansk Mangrovehejre,čaplička mangrovová,Чапля смугаста,Tropikal Yeşil Balıkçıl,kyyryhaikara,Južnoamerička zelena čaplja,Garcilla azulada,Garcilla Azulada,Socozinho,Garcilla Estriada,,Žaliasis naktikovis,حواصیل حرا,,
BN02044,Butorides sundevalli,Lava Heron,,Aves,species,,,363698,strher3,2480818,2767357,7F14FB50AB9DC01D,22697189,strher3,Butorides sundevalli,73475,,2076,wikipedia,88,,https://birdnet.cornell.edu/taxonomy/api/image/Butorides%20sundevalli?size=medium,John D Reynolds,cc-by-nc,iNaturalist,Lava Heron,Галапагосская цапля,Garcilla de Galápagos,Lavareiher,volavka galapážská,Héron des Galapagos,Galapagosreiger,czapla galapagoska,ガラパゴスササゴイ,lava heron,martinet de lava,Галапагоска ивичеста чапла,加岛绿鹭,lavahegre,galápagoshäger,Galápagoshejre,čaplička galapágska,Чапля лава,Galapagos Balıkçılı,galapagosinkyyryhaikara,Galapagoska zelena čaplja,Garcilla de Galápagos,Garcilla de Galápagos,Lava heron,Garcilla de Galápagos,,,حواصیل گدازهای,加岛绿鹭,
BN02045,Butorides virescens,Green Heron,,Aves,species,,,5020,grnher,9539567,110671,86D45B8F04F61F0E,22697182,grnher,Butorides virescens,19199,,117250,wikipedia,98,,https://birdnet.cornell.edu/taxonomy/api/image/Butorides%20virescens?size=medium,Brad Imhoff,© Macaulay Library,Macaulay Library ML304980141,Green Heron,Зеленоспинная цапля,Garcilla Verde,Grünreiher,volavka zelenavá,Héron vert,Groene reiger,czapla zielona,アメリカササゴイ,socó-mirim,martinet verd,Зеленогърба чапла,美洲绿鹭,grønnrygghegre,grönryggig häger,Krabbehejre,čaplička zelenkavá,Чапля зелена,Yeşil Balıkçıl,amerikankyyryhaikara,Severnoamerička zelena čaplja,Garcilla verde,Garcita Verde,Socó-mirim,Garcilla Verde,zeleni gak,Žalsvasis naktikovis,حواصیل سبز,北美绿鹭,Crëyr gwyrdd
BN02046,Bycanistes albotibialis,White-thighed Hornbill,,Aves,species,,,507911,whthor1,5788445,1303065,2F7DCF91403431CA,22682609,whthor1,Bycanistes albotibialis,70985,,184,wikipedia,78,,https://birdnet.cornell.edu/taxonomy/api/image/Bycanistes%20albotibialis?size=medium,Tommy Andriollo,cc-by,iNaturalist,White-thighed Hornbill,Белоногий шлеморог,Cálao Patiblanco,Weißschenkel-Hornvogel,zoborožec drsnohlasý,Calao à cuisses blanches,Witpootneushoornvogel,dzioborożec białosterny,モモジロサイチョウ,white-thighed hornbill,calau cuixablanc,Белокрака птица носорог,白腿噪犀鸟,båndstjerthornfugl,vitbyxad näshornsfågel,Hvidlåret Hornfugl,zobákorožec nohavičiar,Калао екваторіальний,Ak Paçalı Boynuzgaga,kongonsarvinokka,Beloboki kljunorožac,Cálao patiblanco,Cálao Patiblanco,White-thighed hornbill,Cálao Patiblanco,smeđokljuni kljunorožac,Baltašlaunis ragys,نوکشاخ رانسفید,,
BN02047,Bycanistes brevis,Silvery-cheeked Hornbill,,Aves,species,,,507912,sichor1,5228450,175843,,22682570,sichor1,Bycanistes brevis,70982,,933,wikipedia,80,,https://birdnet.cornell.edu/taxonomy/api/image/Bycanistes%20brevis?size=medium,Tarique Sani,cc-by-nc-sa,iNaturalist,Silvery-cheeked Hornbill,Серебристощёкий шлеморог,Cálao Cariplateado,Silberwangen-Hornvogel,zoborožec šedolící,Calao à joues argent,Zilveroorneushoornvogel,dzioborożec srebrnolicy,ギンガオサイチョウ,silvery-cheeked hornbill,calau galtaargentat,Сребристоглава птица носорог,银颊噪犀鸟,sølvkinnhornfugl,silverkindad näshornsfågel,Sølvkindet Hornfugl,zobákorožec striebrolíci,Калао сріблястощокий,Ak Yanaklı Boynuzgaga,hopeasarvinokka,Srebroliki kljunorožac,Cálao cariplateado,Cálao Cariplateado,Silvery-cheeked hornbill,Cálao Cariplateado,srebrnasti kljunorožac,Sidabrinis ragys,نوکشاخ گونهنقرهای,,Cornbig arianfochog
BN02048,Bycanistes bucinator,Trumpeter Hornbill,,Aves,species,,,507913,truhor1,5228451,175844,3A4D2B44022BBB52,22682548,truhor1,Bycanistes bucinator,70980,,1736,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Bycanistes%20bucinator?size=medium,nature_with_krista,cc-by-nc,iNaturalist,Trumpeter Hornbill,Шлеморог-трубач,Cálao Trompetero,Trompeterhornvogel,zoborožec naříkavý,Calao trompette,Trompetneushoornvogel,dzioborożec trąbiący,ナキサイチョウ,trumpeter hornbill,calau trompeter,Тромпетова птица носорог,噪犀鸟,trompethornfugl,trumpetarnäshornsfågel,Trompetérhornfugl,zobákorožec trúbivý,Калао-сумрач,Borazancı Boynuzgaga,trumpettisarvinokka,Kljunorožac trubač,Cálao trompetero,Cálao Trompetero,Trumpeter hornbill,Cálao Trompetero,bjelotrbi kljunorožac,Trimituojantysis ragys,نوکشاخ شیپورزن,,Cornbig utganol
